Query	KO_ID	KO_name,KO_definition	Hyperlink	Paths
LOC127974548	K24242	NT5C3; 7-methylguanosine nucleotidase [EC:3.1.3.91]	http://www.genome.jp/dbget-bin/www_bget?ko:K24242	ko00240;ko01100;ko01232
LOC127974549	K10146	CCNG2; cyclin G2	http://www.genome.jp/dbget-bin/www_bget?ko:K10146	ko04068;ko04115
LOC127974552	K13273	PMVK; phosphomevalonate kinase [EC:2.7.4.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K13273	ko00900;ko01100;ko01110;ko04146
LOC127974555	K17269	MBP; myelin basic protein	http://www.genome.jp/dbget-bin/www_bget?ko:K17269	_
LOC127974556	K17269	MBP; myelin basic protein	http://www.genome.jp/dbget-bin/www_bget?ko:K17269	_
LOC127974568	K24645	PRDM13; PR domain zinc finger protein 13 [EC:2.1.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K24645	_
LOC127974569	K15042	KPNA5_6; importin subunit alpha-6/7	http://www.genome.jp/dbget-bin/www_bget?ko:K15042	ko03013;ko05164;ko05207
LOC127974571	K16949	SULT3A; amine sulfotransferase [EC:2.8.2.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K16949	_
LOC127974573	K23755	SCO2; protein SCO2	http://www.genome.jp/dbget-bin/www_bget?ko:K23755	ko05230
LOC127974574	K12330	ARHGEF1; Rho guanine nucleotide exchange factor 1	http://www.genome.jp/dbget-bin/www_bget?ko:K12330	ko04270;ko04611;ko04810;ko04928;ko05130;ko05135;ko05163;ko05200;ko05205;ko05417
LOC127974580	K11428	SETD8; [histone H4]-lysine20 N-methyltransferase SETD8 [EC:2.1.1.361]	http://www.genome.jp/dbget-bin/www_bget?ko:K11428	ko00310;ko01100
LOC127974582	K01530	E7.6.2.1; phospholipid-translocating ATPase [EC:7.6.2.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K01530	_
LOC127974584	K05055	IL6R, CD126; interleukin 6 receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K05055	ko01521;ko04060;ko04061;ko04066;ko04151;ko04630;ko04640;ko04659;ko04932;ko05163;ko05171;ko05200
LOC127974586	K04695	SOCS2, CIS2; suppressor of cytokine signaling 2	http://www.genome.jp/dbget-bin/www_bget?ko:K04695	ko04630;ko04910;ko04917;ko04930;ko04935
LOC127974594	K09228	KRAB; KRAB domain-containing zinc finger protein	http://www.genome.jp/dbget-bin/www_bget?ko:K09228	ko05168
LOC127974607	K06572	PLXNC, CD232; plexin C	http://www.genome.jp/dbget-bin/www_bget?ko:K06572	ko04360
LOC127974609	K22810	FAM84B; protein FAM84B	http://www.genome.jp/dbget-bin/www_bget?ko:K22810	_
LOC127974611	K01312	PRSS1_2_3; trypsin [EC:3.4.21.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K01312	ko04080;ko04972;ko04974;ko05164
LOC127974612	K01312	PRSS1_2_3; trypsin [EC:3.4.21.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K01312	ko04080;ko04972;ko04974;ko05164
LOC127974615	K07992	TYROBP, DAP12; TYRO protein tyrosine kinase binding protein	http://www.genome.jp/dbget-bin/www_bget?ko:K07992	ko04380;ko04650
LOC127974616	K06572	PLXNC, CD232; plexin C	http://www.genome.jp/dbget-bin/www_bget?ko:K06572	ko04360
LOC127974623	K02267	COX6B; cytochrome c oxidase subunit 6b	http://www.genome.jp/dbget-bin/www_bget?ko:K02267	ko00190;ko01100;ko04260;ko04714;ko04932;ko05010;ko05012;ko05014;ko05016;ko05020;ko05022;ko05208;ko05415
LOC127974624	K06572	PLXNC, CD232; plexin C	http://www.genome.jp/dbget-bin/www_bget?ko:K06572	ko04360
LOC127974626	K24990	RBMS; RNA-binding motif, single-stranded-interacting protein	http://www.genome.jp/dbget-bin/www_bget?ko:K24990	_
LOC127974627	K16499	PCDHD2; protocadherin delta 2	http://www.genome.jp/dbget-bin/www_bget?ko:K16499	_
LOC127974628	K18751	PNRC2; proline-rich nuclear receptor coactivator 2	http://www.genome.jp/dbget-bin/www_bget?ko:K18751	_
LOC127974629	K14214	NFKBID; NF-kappa-B inhibitor delta	http://www.genome.jp/dbget-bin/www_bget?ko:K14214	_
LOC127974630	K01045	PON; arylesterase / paraoxonase [EC:3.1.1.2 3.1.8.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K01045	_
LOC127974631	K01045	PON; arylesterase / paraoxonase [EC:3.1.1.2 3.1.8.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K01045	_
LOC127974638	K20647	ARHGAP32; Rho GTPase-activating protein 32	http://www.genome.jp/dbget-bin/www_bget?ko:K20647	_
LOC127974640	K17636	RGL2; ral guanine nucleotide dissociation stimulator-like 2	http://www.genome.jp/dbget-bin/www_bget?ko:K17636	ko04014
LOC127974641	K06467	CD22, SIGLEC2; CD22 antigen	http://www.genome.jp/dbget-bin/www_bget?ko:K06467	ko04514;ko04640;ko04662
LOC127974647	K25079	RBM42; RNA-binding protein 42	http://www.genome.jp/dbget-bin/www_bget?ko:K25079	_
LOC127974650	K10705	GAPDHS; glyceraldehyde-3-phosphate dehydrogenase (phosphorylating), spermatogenic [EC:1.2.1.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K10705	ko00010;ko01100;ko01110
LOC127974653	K06566	IFITM; interferon induced transmembrane protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06566	_
LOC127974654	K06566	IFITM; interferon induced transmembrane protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06566	_
LOC127974655	K06566	IFITM; interferon induced transmembrane protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06566	_
LOC127974656	K06566	IFITM; interferon induced transmembrane protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06566	_
LOC127974662	K05202	GRIK2; glutamate receptor, ionotropic kainate 2	http://www.genome.jp/dbget-bin/www_bget?ko:K05202	ko04080;ko04724
LOC127974665	K07192	FLOT; flotillin	http://www.genome.jp/dbget-bin/www_bget?ko:K07192	ko04910
LOC127974666	K24205	TMBIM, LFG; protein lifeguard	http://www.genome.jp/dbget-bin/www_bget?ko:K24205	_
LOC127974667	K24205	TMBIM, LFG; protein lifeguard	http://www.genome.jp/dbget-bin/www_bget?ko:K24205	_
LOC127974669	K24205	TMBIM, LFG; protein lifeguard	http://www.genome.jp/dbget-bin/www_bget?ko:K24205	_
LOC127974673	K23715	SH3D21; SH3 domain-containing protein 21	http://www.genome.jp/dbget-bin/www_bget?ko:K23715	_
LOC127974674	K27569	protein eva-1	http://www.genome.jp/dbget-bin/www_bget?ko:K27569	_
LOC127974677	K09434	ERF; ETS domain-containing transcription factor ERF	http://www.genome.jp/dbget-bin/www_bget?ko:K09434	_
LOC127974678	K06565	LAG3, CD223; lymphocyte-activation gene 3 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06565	_
LOC127974683	K06670	SCC1, MCD1, RAD21; cohesin complex subunit SCC1	http://www.genome.jp/dbget-bin/www_bget?ko:K06670	ko04110;ko04111
LOC127974684	K03247	EIF3H; translation initiation factor 3 subunit H	http://www.genome.jp/dbget-bin/www_bget?ko:K03247	ko05162
LOC127974690	K15609	PBX2; pre-B-cell leukemia transcription factor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K15609	_
LOC127974705	K25437	OXR1; oxidation resistance protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K25437	_
LOC127974711	K23804	GON4L; GON-4-like protein	http://www.genome.jp/dbget-bin/www_bget?ko:K23804	_
LOC127974713	K15370	PLCL2; inactive phospholipase C-like protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K15370	_
LOC127974714	K01099	INPP5B_F; inositol polyphosphate 5-phosphatase INPP5B/F [EC:3.1.3.36]	http://www.genome.jp/dbget-bin/www_bget?ko:K01099	ko00562;ko01100;ko04070
LOC127974717	K18807	TLR12; toll-like receptor 12	http://www.genome.jp/dbget-bin/www_bget?ko:K18807	_
LOC127974724	K12557	MYBPC1; myosin-binding protein C, slow-type	http://www.genome.jp/dbget-bin/www_bget?ko:K12557	_
LOC127974731	K21111	EPB41L4B, EHM2, LULU2; band 4.1-like protein 4B	http://www.genome.jp/dbget-bin/www_bget?ko:K21111	ko04530
LOC127974732	K14947	ESRP1_2; epithelial splicing regulatory protein 1/2	http://www.genome.jp/dbget-bin/www_bget?ko:K14947	_
LOC127974733	K00710	GALNT; polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41]	http://www.genome.jp/dbget-bin/www_bget?ko:K00710	ko00512;ko00514;ko01100
LOC127974738	K24148	RNF151; RING finger protein 151	http://www.genome.jp/dbget-bin/www_bget?ko:K24148	_
LOC127974739	K11667	INO80C, IES6; INO80 complex subunit C	http://www.genome.jp/dbget-bin/www_bget?ko:K11667	_
LOC127974744	K14314	NUP210, GP210; nuclear pore complex protein Nup210	http://www.genome.jp/dbget-bin/www_bget?ko:K14314	ko03013;ko05014
LOC127974745	K08606	MEP1B; meprin B [EC:3.4.24.63]	http://www.genome.jp/dbget-bin/www_bget?ko:K08606	ko04974
LOC127974752	K01330	C1R; complement component 1, r subcomponent [EC:3.4.21.41]	http://www.genome.jp/dbget-bin/www_bget?ko:K01330	ko04145;ko04610;ko05133;ko05150;ko05171;ko05322
LOC127974753	K21988	TMC; transmembrane channel-like protein	http://www.genome.jp/dbget-bin/www_bget?ko:K21988	_
LOC127974761	K19919	CRISP1_2_3; cysteine-rich secretory protein 1/2/3	http://www.genome.jp/dbget-bin/www_bget?ko:K19919	_
LOC127974762	K13126	PABPC; polyadenylate-binding protein	http://www.genome.jp/dbget-bin/www_bget?ko:K13126	ko03015;ko03018
LOC127974764	K18283	PDE2A; cGMP-dependent 3',5'-cyclic phosphodiesterase [EC:3.1.4.17]	http://www.genome.jp/dbget-bin/www_bget?ko:K18283	ko00230;ko01100;ko04022;ko04740;ko04925;ko05032
LOC127974767	K14769	UTP11; U3 small nucleolar RNA-associated protein 11	http://www.genome.jp/dbget-bin/www_bget?ko:K14769	_
LOC127974770	K23225	SATB1; DNA-binding protein SATB1	http://www.genome.jp/dbget-bin/www_bget?ko:K23225	_
LOC127974772	K16312	STK40, SHIK; serine/threonine-protein kinase 40 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K16312	_
LOC127974774	K18163	NDUFAF6; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 6	http://www.genome.jp/dbget-bin/www_bget?ko:K18163	ko04714
LOC127974775	K08239	GNPTAB; UDP-N-acetylglucosamine-lysosomal-enzyme [EC:2.7.8.17]	http://www.genome.jp/dbget-bin/www_bget?ko:K08239	ko04142
LOC127974776	K27926	raftlin	http://www.genome.jp/dbget-bin/www_bget?ko:K27926	_
LOC127974779	K00994	CHPT1, CPT1; diacylglycerol cholinephosphotransferase [EC:2.7.8.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K00994	ko00440;ko00564;ko00565;ko01100;ko05231
LOC127974781	K10370	TMOD; tropomodulin	http://www.genome.jp/dbget-bin/www_bget?ko:K10370	_
LOC127974792	K09239	HIVEP; human immunodeficiency virus type I enhancer-binding protein	http://www.genome.jp/dbget-bin/www_bget?ko:K09239	_
LOC127974795	K04228	AVPR2; arginine vasopressin receptor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K04228	ko04072;ko04080;ko04962
LOC127974800	K09440	SPIC; transcription factor Spi-C	http://www.genome.jp/dbget-bin/www_bget?ko:K09440	_
LOC127974801	K04523	UBQLN, DSK2; ubiquilin	http://www.genome.jp/dbget-bin/www_bget?ko:K04523	ko04141;ko05014
LOC127974802	K07906	RAB25; Ras-related protein Rab-25	http://www.genome.jp/dbget-bin/www_bget?ko:K07906	_
LOC127974803	K20398	LAMTOR2; ragulator complex protein LAMTOR2	http://www.genome.jp/dbget-bin/www_bget?ko:K20398	ko04150
LOC127974807	K16795	PAFAH1B2_3; platelet-activating factor acetylhydrolase IB subunit beta/gamma [EC:3.1.1.47]	http://www.genome.jp/dbget-bin/www_bget?ko:K16795	ko00565;ko01100
LOC127974811	K13108	SNIP1; smad nuclear-interacting protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K13108	_
LOC127974813	K10410	DNALI; dynein axonemal light intermediate chain 1	http://www.genome.jp/dbget-bin/www_bget?ko:K10410	ko04814;ko05014;ko05016;ko05022
LOC127974815	K09515	DNAJB9; DnaJ homolog subfamily B member 9	http://www.genome.jp/dbget-bin/www_bget?ko:K09515	_
LOC127974817	K01873	VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]	http://www.genome.jp/dbget-bin/www_bget?ko:K01873	ko00970
LOC127974818	K25824	ABHD16A; abhydrolase domain-containing protein 16A [EC:3.1.1.23 3.1.-.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K25824	ko00561;ko01100
LOC127974819	K15686	MEX3, RKHD; RNA-binding protein MEX3 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K15686	_
LOC127974821	K00513	CYP21A; steroid 21-monooxygenase [EC:1.14.14.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K00513	ko00140;ko01100;ko04925;ko04927;ko04934
LOC127974825	K24939	CWF19L1, DRN1; CWF19-like protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K24939	_
LOC127974830	K11461	SCMH1; polycomb protein SCMH1	http://www.genome.jp/dbget-bin/www_bget?ko:K11461	_
LOC127974833	K13215	NRIP2; nuclear receptor-interacting protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K13215	_
LOC127974838	K21955	DRAM1; DNA damage-regulated autophagy modulator protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K21955	_
LOC127974839	K09057	HLF; hepatic leukemia factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09057	ko04711
LOC127974847	K18463	CCDC53; WASH complex subunit CCDC53	http://www.genome.jp/dbget-bin/www_bget?ko:K18463	ko04144;ko04212
LOC127974855	K13170	PNISR, SFRS18; arginine/serine-rich protein PNISR	http://www.genome.jp/dbget-bin/www_bget?ko:K13170	_
LOC127974856	K09100	SIM; single-minded	http://www.genome.jp/dbget-bin/www_bget?ko:K09100	_
LOC127974858	K10899	RECQL; ATP-dependent DNA helicase Q1 [EC:5.6.2.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K10899	_
LOC127974864	K13813	STX12, STX13; syntaxin 12/13	http://www.genome.jp/dbget-bin/www_bget?ko:K13813	ko04145
LOC127974872	K00500	phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K00500	ko00360;ko00400;ko00790;ko01100;ko01230
LOC127974882	K08576	CAPN7; calpain-7 [EC:3.4.22.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K08576	_
LOC127974885	K27412	PCNA-interacting partner	http://www.genome.jp/dbget-bin/www_bget?ko:K27412	_
LOC127974891	K18041	PTP4A; protein tyrosine phosphatase type IVA [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18041	_
LOC127974892	K05229	PMCH; pro-melanin-concentrating hormone	http://www.genome.jp/dbget-bin/www_bget?ko:K05229	ko04080
LOC127974893	K18266	NDRG1; protein NDRG1	http://www.genome.jp/dbget-bin/www_bget?ko:K18266	_
LOC127974894	K22471	CCN4, WISP1; CCN family member 4	http://www.genome.jp/dbget-bin/www_bget?ko:K22471	ko04310
LOC127974898	K08866	TTK, MPS1; serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K08866	ko04110;ko04111
LOC127974902	K23033	TENT5A_B, FAM46A_B; terminal nucleotidyltransferase 5A/B [EC:2.7.7.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K23033	_
LOC127974904	K10249	ELOVL4; elongation of very long chain fatty acids protein 4 [EC:2.3.1.199]	http://www.genome.jp/dbget-bin/www_bget?ko:K10249	ko00062;ko01040;ko01100;ko01110;ko01212
LOC127974905	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	http://www.genome.jp/dbget-bin/www_bget?ko:K00826	ko00270;ko00280;ko00290;ko00770;ko00966;ko01100;ko01110;ko01210;ko01230;ko01240
LOC127974913	K15369	TRAK1; trafficking kinesin-binding protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K15369	_
LOC127974914	K12035	TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K12035	ko04361;ko05206
LOC127974915	K02105	CTNNB1; catenin beta 1	http://www.genome.jp/dbget-bin/www_bget?ko:K02105	ko04015;ko04310;ko04390;ko04510;ko04520;ko04550;ko04670;ko04916;ko04919;ko04934;ko04936;ko05010;ko05022;ko05100;ko05132;ko05160;ko05163;ko05165;ko05167;ko05200;ko05205;ko05210;ko05213;ko05215;ko05216;ko05217;ko05224;ko05225;ko05226;ko05412;ko05418
LOC127974916	K12607	CNOT10; CCR4-NOT transcription complex subunit 10	http://www.genome.jp/dbget-bin/www_bget?ko:K12607	ko03018
LOC127974918	K25747	ZG16; zymogen granule membrane protein 16	http://www.genome.jp/dbget-bin/www_bget?ko:K25747	_
LOC127974919	K25747	ZG16; zymogen granule membrane protein 16	http://www.genome.jp/dbget-bin/www_bget?ko:K25747	_
LOC127974921	K05226	CCK; cholecystokinin	http://www.genome.jp/dbget-bin/www_bget?ko:K05226	ko04080;ko04911;ko04972
LOC127974933	K17594	PHACTR; phosphatase and actin regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K17594	_
LOC127974934	K09269	SOX5_6_13; transcription factor SOX5/6/13 (SOX group D)	http://www.genome.jp/dbget-bin/www_bget?ko:K09269	_
LOC127974937	K06510	CD83; CD83 antigen	http://www.genome.jp/dbget-bin/www_bget?ko:K06510	_
LOC127974938	K11967	ANKIB1; ankyrin repeat and IBR domain-containing protein 1 [EC:2.3.2.31]	http://www.genome.jp/dbget-bin/www_bget?ko:K11967	_
LOC127974941	K27192	tuftelin	http://www.genome.jp/dbget-bin/www_bget?ko:K27192	_
LOC127974945	K13376	TGFB2; transforming growth factor beta-2	http://www.genome.jp/dbget-bin/www_bget?ko:K13376	ko04010;ko04060;ko04068;ko04110;ko04218;ko04350;ko04380;ko04390;ko04933;ko05140;ko05142;ko05144;ko05145;ko05146;ko05152;ko05161;ko05166;ko05200;ko05205;ko05206;ko05210;ko05211;ko05212;ko05220;ko05225;ko05226;ko05321;ko05323;ko05410;ko05414;ko05415
LOC127974948	K20463	OSBPL3_6_7, ORP3_6_7; oxysterol-binding protein-related protein 3/6/7	http://www.genome.jp/dbget-bin/www_bget?ko:K20463	_
LOC127974956	K06529	SEMA7, CD108; semaphorin 7	http://www.genome.jp/dbget-bin/www_bget?ko:K06529	ko04360
LOC127974961	K18441	CYTH; cytohesin	http://www.genome.jp/dbget-bin/www_bget?ko:K18441	ko04072;ko04144;ko05130;ko05131;ko05132
LOC127974963	K03097	CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K03097	ko03008;ko04064;ko04137;ko04139;ko04310;ko04520;ko04712;ko05010;ko05020;ko05022;ko05162;ko05235
LOC127974964	K04718	SPHK; sphingosine kinase [EC:2.7.1.91]	http://www.genome.jp/dbget-bin/www_bget?ko:K04718	ko00600;ko01100;ko04020;ko04071;ko04072;ko04370;ko04371;ko04666;ko05152
LOC127974965	K19876	STEAP4; metalloreductase STEAP4 [EC:1.16.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K19876	_
LOC127974969	K09627	PRSS23; serine protease 23 [EC:3.4.21.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K09627	_
LOC127974970	K20043	SNAP91, AP180, CALM; clathrin coat assembly protein AP180	http://www.genome.jp/dbget-bin/www_bget?ko:K20043	_
LOC127974971	K12614	DDX6, RCK, DHH1; ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K12614	ko03018
LOC127974980	K11125	SMG5, EST1B; protein SMG5	http://www.genome.jp/dbget-bin/www_bget?ko:K11125	ko03015
LOC127974982	K00139	ALDH5A1; succinate-semialdehyde dehydrogenase [EC:1.2.1.24]	http://www.genome.jp/dbget-bin/www_bget?ko:K00139	ko00250;ko00650;ko01100;ko01120
LOC127974983	K09454	GABPB; GA-binding protein transcription factor, beta	http://www.genome.jp/dbget-bin/www_bget?ko:K09454	_
LOC127974984	K11377	ELP6; elongator complex protein 6	http://www.genome.jp/dbget-bin/www_bget?ko:K11377	_
LOC127974986	K18448	BNIP2; BCL2/adenovirus E1B 19 kDa protein-interacting protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K18448	_
LOC127974988	K10356	MYO1; myosin I	http://www.genome.jp/dbget-bin/www_bget?ko:K10356	ko04814;ko05130
LOC127974991	K11844	USP16_45; ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.4.19.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K11844	_
LOC127974992	K03250	EIF3E, INT6; translation initiation factor 3 subunit E	http://www.genome.jp/dbget-bin/www_bget?ko:K03250	ko05160
LOC127974997	K24176	SERINC2; serine incorporator 2	http://www.genome.jp/dbget-bin/www_bget?ko:K24176	_
LOC127974998	K05742	SLC9A1, NHE1; solute carrier family 9 (sodium/hydrogen exchanger), member 1	http://www.genome.jp/dbget-bin/www_bget?ko:K05742	ko04024;ko04260;ko04261;ko04371;ko04810;ko04919;ko04970;ko04971;ko04972;ko04976;ko05205
LOC127975000	K13963	SERPINB; serpin B	http://www.genome.jp/dbget-bin/www_bget?ko:K13963	ko05146
LOC127975002	K15141	MED28; mediator of RNA polymerase II transcription subunit 28	http://www.genome.jp/dbget-bin/www_bget?ko:K15141	_
LOC127975007	K09258	BCL3; B-cell CLL/lymphoma 3 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K09258	ko04625;ko04668
LOC127975008	K18402	PHF20; PHD finger protein 20	http://www.genome.jp/dbget-bin/www_bget?ko:K18402	_
LOC127975009	K23563	EMC2, TTC35; ER membrane protein complex subunit 2	http://www.genome.jp/dbget-bin/www_bget?ko:K23563	_
LOC127975010	K02366	EXT1; glucuronyl/N-acetylglucosaminyl transferase EXT1 [EC:2.4.1.224 2.4.1.225]	http://www.genome.jp/dbget-bin/www_bget?ko:K02366	ko00534;ko01100
LOC127975011	K07968	B4GALT3; beta-1,4-galactosyltransferase 3 [EC:2.4.1.90 2.4.1.38 2.4.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K07968	ko00510;ko00513;ko00514;ko00515;ko00533;ko00601;ko01100
LOC127975012	K08019	RAPGEF5; Rap guanine nucleotide exchange factor 5	http://www.genome.jp/dbget-bin/www_bget?ko:K08019	ko04014;ko04015
LOC127975014	K15297	RIMS2, RIM2; regulating synaptic membrane exocytosis protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K15297	ko04911
LOC127975015	K24031	TMPO; lamina-associated polypeptide 2	http://www.genome.jp/dbget-bin/www_bget?ko:K24031	_
LOC127975017	K11643	CHD4, MI2B; chromodomain-helicase-DNA-binding protein 4 [EC:5.6.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K11643	ko05165;ko05203
LOC127975018	K05697	PTPN6, SHP-1; tyrosine-protein phosphatase non-receptor type 6 [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K05697	ko04520;ko04630;ko04650;ko04660;ko04662;ko05130;ko05140;ko05205;ko05235
LOC127975023	K08822	GSK3A; glycogen synthase kinase 3 alpha [EC:2.7.11.26]	http://www.genome.jp/dbget-bin/www_bget?ko:K08822	ko04062;ko04728;ko04932;ko05131
LOC127975024	K12580	CNOT3, NOT3; CCR4-NOT transcription complex subunit 3	http://www.genome.jp/dbget-bin/www_bget?ko:K12580	ko03018
LOC127975027	K25381	FRRS1L; DOMON domain-contaning protein FRRS1L	http://www.genome.jp/dbget-bin/www_bget?ko:K25381	_
LOC127975031	K15102	SLC25A3, PHC, PIC; solute carrier family 25 (mitochondrial phosphate transporter), member 3	http://www.genome.jp/dbget-bin/www_bget?ko:K15102	_
